file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/flight/Schedule.java,flight.reservation.flight.Schedule,removeScheduledFlight/1[flight.reservation.flight.ScheduledFlight],false,58,2,1,0,1,2,2,5,0,0,1,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,6,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/flight/Schedule.java,flight.reservation.flight.Schedule,addObserver/1[flight.reservation.flight.Observer],false,17,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/plane/PassengerPlane.java,flight.reservation.plane.PassengerPlane,PassengerPlane/1[java.lang.String],true,9,0,1,1,0,5,1,23,0,0,1,1,0,0,0,0,0,0,5,8,9,0,1,0,0,0,12,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/payment/CreditCard.java,flight.reservation.payment.CreditCard,isValid/0,false,31,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/payment/CreditCard.java,flight.reservation.payment.CreditCard,"CreditCard/3[java.lang.String,java.util.Date,java.lang.String]",true,15,1,1,0,1,1,1,7,0,0,3,1,1,1,0,0,0,0,0,1,4,0,0,0,0,0,5,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/payment/CreditCard.java,flight.reservation.payment.CreditCard,setValid/0,false,35,0,1,1,0,3,4,3,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/payment/CreditCard.java,flight.reservation.payment.CreditCard,getAmount/0,false,27,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/payment/CreditCard.java,flight.reservation.payment.CreditCard,setAmount/1[double],false,23,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/payment/PaypalStrategy.java,flight.reservation.payment.PaypalStrategy,"PaypalStrategy/2[java.lang.String,java.lang.String]",true,7,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/payment/PaypalStrategy.java,flight.reservation.payment.PaypalStrategy,pay/1[double],false,13,0,0,0,0,4,3,9,1,0,1,3,0,0,0,2,0,0,3,0,0,1,1,0,0,0,15,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/order/FlightOrderBuilder.java,flight.reservation.order.FlightOrderBuilder,setCustomer/1[flight.reservation.Customer],false,20,2,1,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/order/FlightOrderBuilder.java,flight.reservation.order.FlightOrderBuilder,setPassengers/1[java.util.List<flight.reservation.Passenger>],false,30,2,1,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/order/FlightOrderBuilder.java,flight.reservation.order.FlightOrderBuilder,setFlights/1[java.util.List<flight.reservation.flight.ScheduledFlight>],false,15,2,1,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/order/FlightOrderBuilder.java,flight.reservation.order.FlightOrderBuilder,setPrice/1[double],false,25,1,1,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/order/FlightOrderBuilder.java,flight.reservation.order.FlightOrderBuilder,build/0,false,35,2,5,1,4,4,3,10,1,1,0,3,0,0,0,3,0,0,1,0,1,0,1,0,0,0,19,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/Passenger.java,flight.reservation.Passenger,getName/0,false,11,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/Passenger.java,flight.reservation.Passenger,Passenger/1[java.lang.String],true,7,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/payment/Paypal.java,flight.reservation.payment.Paypal,(initializer 1),false,9,0,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/payment/CreditCardStrategy.java,flight.reservation.payment.CreditCardStrategy,pay/1[double],false,11,1,3,0,3,4,5,15,1,1,1,5,0,0,0,1,0,0,5,1,1,2,2,0,0,0,20,1,0,false
/Users/va/SE takehome 2/Reservation-System-Starter/src/main/java/flight/reservation/payment/CreditCardStrategy.java,flight.reservation.payment.CreditCardStrategy,CreditCardStrategy/1[flight.reservation.payment.CreditCard],true,6,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
